,Age,EducationLevel,NumDependents,Latitude,Longitude,Terrorism,UserTenure,Gender_Male,Occupation_Retired,Occupation_Student,Occupation_Unemployed,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,TransactionLocation_BRISBANE,TransactionLocation_CANBERRA,TransactionLocation_DARWIN,TransactionLocation_HOBART,TransactionLocation_MELBOURNE,TransactionLocation_PERTH,TransactionLocation_SYDNEY,DeviceType_Mobile,DeviceType_Tablet,TransactionType_Purchase,TransactionType_Transfer,TransactionType_Withdrawal,GiftsTransaction_AUD_equivalent,Income_AUD_equivalent,Expenditure_AUD_equivalent,TransactionAmount_AUD_equivalent,Year,Month,Day,IsFraud
3596,39,1,0,-25.042261,117.793221,False,19,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2344.6304,51334.38,17714.29,125.12,2023,4,6,no
3597,38,1,3,-37.0201,144.9646,False,58,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4345.0064,67945.18,44880.74,23.29,2023,1,30,no
3598,47,0,4,-31.840233,145.612793,False,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3630.34,91793.57,42932.448899999996,1251.1396,2023,11,16,no
3599,29,0,1,-25.042261,117.793221,False,51,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1540.2856,68466.33,46563.7,1533.97,2023,4,25,yes
3600,29,0,1,-35.473469,149.012375,False,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,14856.3884,53647.82,35267.94,11.53,2023,10,22,yes
3601,40,1,2,-31.840233,145.612793,False,100,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4715.97,51408.09,39510.77,44.6121,2023,10,16,no
3602,-48,0,0,-37.0201,144.9646,True,27,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3548.2272,64606.82,46962.63,14.44,2023,12,23,no
3603,25,0,0,-37.0201,144.9646,False,74,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,603.0332,65202.52,43079.99,589.33,2023,12,19,no
3604,21,0,3,-25.042261,117.793221,False,101,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2974.3784,34940.74,11926.35,14.39,2023,10,30,no
3605,46,1,0,-20.917574,142.702789,False,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,237.39520000000002,46897.37,26503.13,52.51,2023,5,4,no
3606,44,1,1,-20.917574,142.702789,False,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3788.62,39070.58,16957.977199999998,297.8486,2023,3,17,yes
3607,38000,1,4,-20.917574,142.702789,False,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3100.9356,134449.36,43085.52,238.9,2023,3,14,no
3608,28,1,2,-37.0201,144.9646,False,17,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11171.44,112915.74,85214.2,136.52,2023,12,28,yes
3609,-33,0,4,-37.0201,144.9646,True,61,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,346.7632,98305.62,77604.89,741.12,2023,10,30,no
3610,28,2,3,-37.0201,144.9646,True,104,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3267.9864,32811.41,15940.41,696.33,2023,12,7,yes
3611,31,0,0,-20.917574,142.702789,False,36,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3314.85,62205.29,29443.73,92.5,2023,12,27,yes
3612,42,1,2,-31.840233,145.612793,False,82,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1277.3516,74918.41,29873.25,32.87,2023,11,20,no
3613,44000,1,1,-20.917574,142.702789,False,58,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2006.5303999999999,60568.62,38967.81,213.54,2023,11,14,no
3614,18,0,3,-30.000233,136.209152,False,75,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2536.5928,36738.01,16378.37,1323.58,2023,12,18,no
3615,-18,0,3,-37.0201,144.9646,False,34,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,6419.6467999999995,70666.4,54694.39,97.85,2023,11,7,no
3616,50,1,2,-37.0201,144.9646,False,104,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6501.36,119578.63,147889.07,710.35,2023,7,26,no
3617,40,3,0,-31.840233,145.612793,False,47,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,5120.46,81023.4,34476.4654,192.56879999999998,2023,11,3,no
3618,38,2,2,-31.840233,145.612793,False,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,885.9591999999999,46274.34,22893.05,933.13,2023,12,11,no
3619,33,1,4,-31.840233,145.612793,False,56,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152.5468,39471.66,17515.88,68.55,2023,2,10,yes
3620,39,1,1,-25.042261,117.793221,True,102,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,8648.3628,89393.07,55196.67,15.46,2023,10,21,no
3621,-20,0,4,-20.917574,142.702789,True,64,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1191.68,23238.87,11715.04,112.3,2023,2,9,no
3622,49,0,4,-20.917574,142.702789,True,92,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5328.5148,60330.32,26915.43,83.54,2023,10,29,yes
3623,34,3,0,-20.917574,142.702789,True,5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4854.7436,57004.29,33608.73,96.48,2023,12,30,no
3624,27,3,3,-37.0201,144.9646,True,114,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6321.196,117168.67,77333.18,186.12,2023,5,27,no
3625,18,1,1,-37.0201,144.9646,False,93,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,7787.72,100130.58,160327.81,247.39399999999998,2023,11,30,yes
3626,38,1,4,-25.042261,117.793221,False,94,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1613.8444,44259.5,14004.97,747.98,2023,11,22,no
3627,33,0,3,-20.917574,142.702789,False,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2657.368,54324.94,38406.12,54.27,2023,5,1,no
3628,44,0,3,-37.0201,144.9646,False,103,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1339.7187999999999,61538.38,38471.74,36.2,2023,7,18,no
3629,37,1,4,-31.840233,145.612793,False,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8043.643999999999,69815.67,27544.59,46.1,2023,8,25,no
3630,29,1,0,-20.917574,142.702789,True,80,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2376.7351999999996,89675.37,29707.29,170.48,2023,12,28,no
3631,44,2,2,-37.0201,144.9646,False,113,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5267.61,27984.35,42212.95,727.58,2023,9,30,no
3632,56,0,0,-37.0201,144.9646,True,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3268.68,33266.09,18739.9889,1016.8041000000001,2023,11,17,no
3633,32,1,2,-37.0201,144.9646,False,86,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3331.118,68902.17,26636.98,7.08,2023,11,6,no
3634,26,1,4,-31.840233,145.612793,True,107,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,11096.34,64063.24,127334.19,75.5,2023,5,10,yes
3635,67,0,4,-20.917574,142.702789,False,111,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,512.8732,33345.26,10973.49,871.04,2023,10,2,no
3636,38,1,1,-35.473469,149.012375,False,87,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7962.67,140419.84,43293.498999999996,372.4194,2023,12,10,no
3637,28,0,1,-37.0201,144.9646,False,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,4749.922799999999,79726.95,62161.3,40.46,2023,11,29,no
3638,32,1,2,-31.840233,145.612793,False,41,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5696.0148,83890.93,45431.56,61.2,2023,8,1,no
3639,33,0,2,-37.0201,144.9646,False,113,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2529.14,72300.94,78013.07,190.5,2023,7,18,no
3640,32,1,1,-37.0201,144.9646,False,61,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4485.85,27747.16,19201.8334,327.08979999999997,2023,3,15,no
3641,25,1,4,-20.917574,142.702789,False,108,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2083.4408,34102.03,23104.79,705.16,2023,11,5,no
3642,38000,0,1,-31.840233,145.612793,True,56,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1112.1627999999998,60840.03,27959.53,75.68,2023,10,27,no
3643,39,0,0,-31.840233,145.612793,False,57,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3094.92,31125.32,21757.8103,22.209699999999998,2023,2,1,yes
3644,24,1,1,-31.840233,145.612793,True,74,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,22841.3304,76713.19,41282.85,452.16,2023,4,21,no
3645,36,2,3,-37.0201,144.9646,True,110,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3063.8328,70099.44,51810.56,17.41,2023,12,23,no
3646,35000,0,3,-20.917574,142.702789,True,98,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3277.1396,48109.82,29938.45,41.13,2023,6,5,no
3647,54,1,4,-31.840233,145.612793,False,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2448.9024,60217.23,45253.15,27.05,2023,12,28,no
3648,29000,1,4,-20.917574,142.702789,False,103,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,464.5788,62299.85,22359.9,143.9,2023,7,26,no
3649,33,2,3,-37.0201,144.9646,True,38,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,169.33,36369.45,21344.681999999997,61.25809999999999,2023,11,25,no
3650,32,0,3,-31.840233,145.612793,False,52,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,6271.7844,79019.58,51911.54,49.0,2023,11,1,no
3651,51,0,1,-20.917574,142.702789,False,18,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7962.6764,43596.94,14435.7,350.85,2023,12,3,no
3652,32000,1,1,-31.840233,145.612793,False,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2937.5892,31318.34,23752.83,237.61,2023,12,19,no
3653,32,1,4,-37.0201,144.9646,False,111,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1024.29,19371.81,27265.7,709.35,2023,7,24,no
3654,59,2,1,-37.0201,144.9646,True,94,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5420.91,68978.59,64048.08,251.74819999999997,2023,10,26,no
3655,-48,1,2,-37.0201,144.9646,True,65,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,13044.192,68517.91,31281.73,527.95,2023,8,26,no
3656,35,0,2,-41.640079,146.315918,False,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9080.9348,56423.62,24912.42,2.89,2023,12,23,yes
3657,34,1,0,-31.840233,145.612793,True,100,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2165.2904,138484.3,108141.95,190.57,2023,1,10,no
3658,18,1,3,-31.840233,145.612793,False,105,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3621.7075999999997,76043.03,30909.95,97.9,2023,11,25,no
3659,42,1,0,-31.840233,145.612793,False,36,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5860.89,78900.35,44614.21,235.4,2023,10,15,yes
3660,50,2,2,-20.917574,142.702789,True,64,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6796.79,43771.2,16770.27,197.96,2023,7,4,no
3661,30000,1,2,-31.840233,145.612793,False,91,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,10437.607600000001,139158.07,44602.93,97.01,2023,12,7,no
3662,48,2,3,-25.042261,117.793221,False,39,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,9200.0244,101083.05,57538.34,49.02,2023,12,20,no
3663,27,0,0,-31.840233,145.612793,False,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5539.9792,87437.88,64023.71,19.32,2023,10,1,yes
3664,32,0,3,-31.840233,145.612793,False,68,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,7761.2472,149430.9,61567.41,17.37,2023,4,11,no
3665,45,1,4,-37.0201,144.9646,False,79,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4172.3892,62310.6,29948.41,1276.7,2023,11,4,no
3666,23,0,3,-25.042261,117.793221,False,39,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5693.6432,129134.88,55631.92,95.24,2023,7,4,no
3667,27,2,2,-31.840233,145.612793,False,26,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,5292.9,62102.95,47701.5812,37.2,2023,4,19,no
3668,-47,0,2,-37.0201,144.9646,True,109,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5717.7119999999995,73095.28,47394.44,23.17,2023,11,5,no
3669,22,0,0,-37.0201,144.9646,False,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18445.148400000002,107143.81,56340.42,2991.3,2023,12,5,yes
3670,45,2,4,-37.0201,144.9646,False,58,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4476.816400000001,147459.11,81170.89,413.05,2023,7,29,no
3671,48,0,0,-37.0201,144.9646,True,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1698.5164,79885.56,51071.31,7.2,2023,8,10,no
3672,39000,1,4,-25.042261,117.793221,False,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9307.079600000001,122090.84,73510.13,66.06,2023,6,5,no
3673,-54,3,3,-37.0201,144.9646,True,56,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1969.408,69820.99,30138.64,207.29,2023,11,13,no
3674,32,3,3,-20.917574,142.702789,False,83,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1277.55,49481.39,79359.61,21.41,2023,10,25,no
3675,38,2,1,-31.840233,145.612793,True,54,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,10448.5052,70927.17,55148.3,51.67,2023,5,18,no
3676,18,0,0,-37.0201,144.9646,False,70,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,7653.4276,96662.05,73486.57,123.29,2023,12,5,no
3677,54,0,1,-20.917574,142.702789,False,104,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2837.3548,40176.01,23595.71,237.34,2023,12,4,no
3678,31,1,0,-37.0201,144.9646,False,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10237.2172,78564.55,24115.93,4.93,2023,8,21,yes
3679,35,0,0,-20.917574,142.702789,False,66,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6920.0348,84537.58,50350.99,633.76,2023,5,25,yes
3680,27,0,1,-31.840233,145.612793,False,48,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22775.611599999997,118496.39,86288.07,119.88,2023,12,21,no
3681,-34,1,4,-31.840233,145.612793,True,9,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2510.368,72015.13,28120.15,94.51,2023,7,2,no
3682,39,1,3,-31.840233,145.612793,False,50,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,39372.6564,130149.74,62248.23,131.98,2023,11,4,no
3683,32,2,1,-20.917574,142.702789,False,74,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14167.7228,110327.56,81098.83,58.99,2023,5,4,no
3684,29000,0,4,-20.917574,142.702789,False,71,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3838.3268,45271.95,20928.58,31.82,2023,8,20,no
3685,26,0,2,-31.840233,145.612793,False,113,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7873.9668,73056.28,49734.42,30.2,2023,11,29,yes
3686,35000,1,3,-37.0201,144.9646,False,24,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5214.3448,76980.82,50505.62,271.11,2023,6,11,no
3687,33,3,4,-37.0201,144.9646,False,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1483.2495999999999,110223.4,63408.39,169.81,2023,12,19,no
3688,29,1,0,-31.840233,145.612793,False,101,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1457.5539999999999,56515.34,18975.4,1200.98,2023,2,13,no
3689,54,0,2,-31.840233,145.612793,True,85,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,31702.882400000002,107841.67,67013.08,304.44,2023,11,30,no
3690,50,1,1,-37.0201,144.9646,False,95,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,9469.053999999998,61903.08,42155.26,99.42,2023,9,20,no
3691,21,0,2,-37.0201,144.9646,False,55,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,15955.3604,100809.89,55331.34,215.99,2023,6,22,no
3692,-34,1,0,-19.491411,132.550964,True,94,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,14038.1864,73003.58,22699.86,7452.67,2023,10,21,yes
3693,36,0,4,-30.000233,136.209152,False,112,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4036.15,59017.47,105713.97,1279.72,2023,7,3,no
3694,-36,2,1,-31.840233,145.612793,False,90,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7091.7112,76782.3,41453.57,117.6,2023,7,17,no
3695,40,0,3,-37.0201,144.9646,False,85,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,803.698,74731.57,43028.51,191.37,2023,12,25,no
3696,18000,1,1,-25.042261,117.793221,False,89,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5572.2996,63402.01,20934.89,706.56,2023,7,9,no
3697,34,0,1,-20.917574,142.702789,False,13,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,22350.4484,121310.66,92570.74,135.68,2023,2,27,yes
3698,37000,0,1,-20.917574,142.702789,True,111,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2579.6932,69248.34,31091.21,3197.44,2023,10,3,yes
3699,-32,1,0,-31.840233,145.612793,False,102,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3826.2728,37587.34,15974.18,220.05,2023,8,19,no
3700,31,1,0,-37.0201,144.9646,False,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10237.2172,78564.55,24115.93,10.2,2023,11,6,no
3701,29,2,1,-31.840233,145.612793,False,97,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,6512.2372000000005,67640.92,23349.52,310.87,2023,9,3,no
3702,36,1,4,-37.0201,144.9646,False,119,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7319.95,79804.55,51803.3237,207.5092,2023,4,9,no
3703,18,0,0,-37.0201,144.9646,True,70,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3717.9828,38816.8,23582.61,15.9,2023,12,28,no
3704,66,0,3,-37.0201,144.9646,False,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2561.6808,35583.56,17096.19,88.18,2023,7,4,no
3705,30,1,0,-31.840233,145.612793,False,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1883.8147999999999,40867.96,19299.0,54.31,2023,3,30,no
3706,34,1,1,-20.917574,142.702789,True,104,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8099.9744,38694.3,23243.89,12.77,2023,9,15,no
3707,24,2,3,-31.840233,145.612793,False,32,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9004.6712,57541.77,29263.71,189.51,2023,11,24,no
3708,32,0,2,-20.917574,142.702789,False,10,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9982.1428,46776.21,31118.19,142.77,2023,10,4,no
3709,38,0,3,-31.840233,145.612793,True,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1997.9064,46637.72,34158.76,305.26,2023,8,26,no
3710,44,3,2,-20.917574,142.702789,False,23,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,3999.1644,36339.47,27714.75,700.95,2023,6,19,no
3711,30,2,3,-20.917574,142.702789,False,107,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9597.238,137375.89,105750.85,217.95,2023,9,21,yes
3712,31,0,2,-31.840233,145.612793,False,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7637.85,127411.46,134994.28,242.69,2023,11,15,no
3713,35,0,0,-20.917574,142.702789,False,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,9379.188,91393.44,36563.84,16.07,2023,10,19,no
3714,41,1,3,-20.917574,142.702789,False,79,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,294.98,36932.97,28362.77,1155.77,2023,3,9,no
3715,45,0,4,-37.0201,144.9646,False,31,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,800.72,72363.96,29489.6354,323.37,2023,8,17,yes
3716,18,1,0,-37.0201,144.9646,False,74,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3286.27,82479.31,149169.58,362.9525,2023,12,18,no
3717,27,1,1,-20.917574,142.702789,True,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5849.6984,84965.02,35832.8,14.78,2023,12,29,no
3718,42,0,0,-25.042261,117.793221,False,69,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,767.1243999999999,63726.85,39489.86,48.07,2023,7,12,no
3719,22000,0,1,-37.0201,144.9646,False,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,14558.8996,84832.8,25823.64,85.47,2023,3,4,no
3720,40,0,1,-31.840233,145.612793,False,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10304.601999999999,128719.19,46946.18,742.11,2023,12,24,yes
3721,47,1,0,-30.000233,136.209152,False,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,272.28319999999997,34432.7,13942.74,28.52,2023,8,7,no
3722,29,1,0,-31.840233,145.612793,True,31,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2622.0488,116458.27,35881.55,46.4,2023,1,9,no
3723,41,1,2,-31.840233,145.612793,True,51,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1640.48,52843.98,45367.03,484.62819999999994,2023,9,10,no
3724,33,2,0,-31.840233,145.612793,False,51,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,18302.97,97122.27,41162.39,53.44,2023,7,7,no
3725,36,2,2,-20.917574,142.702789,True,108,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3268.4175999999998,40089.83,12460.53,42.85,2023,2,17,yes
3726,-53,1,4,-37.0201,144.9646,False,84,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,7483.1035999999995,91384.68,33075.24,39.0,2023,10,4,yes
3727,37,2,1,-19.491411,132.550964,True,86,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,5050.53,73876.21,52131.992,302.1003,2023,6,28,yes
3728,20,0,1,22.17592,75.58715,False,22,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5348.16,106121.79,59519.244900000005,48.1791,2023,8,27,no
3729,31,1,1,-37.0201,144.9646,False,105,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,6548.654,75701.27,37782.73,166.86,2023,12,11,no
3730,32,0,0,-20.917574,142.702789,True,74,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13163.7912,57573.24,24074.61,257.78,2023,12,9,no
3731,36,0,0,-31.840233,145.612793,False,41,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,8492.170399999999,90984.37,57416.8,476.68,2023,1,27,no
3732,24,2,3,-20.917574,142.702789,False,20,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,880.8436,53294.01,29414.08,109.57,2023,9,9,no
3733,-43,1,3,-37.0201,144.9646,False,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4577.09,65262.15,39303.42,16.6,2023,4,6,no
3734,30,2,1,-41.640079,146.315918,True,11,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,19220.9556,99811.81,58464.93,246.02,2023,4,15,no
3735,40,0,3,-37.0201,144.9646,False,85,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18651.7128,128795.4,67049.0,8.2,2023,5,23,no
3736,26,0,1,-37.0201,144.9646,False,38,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,11075.4112,50321.86,33037.19,507.76,2023,2,7,no
3737,47,2,2,-25.042261,117.793221,False,43,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4255.7676,44424.43,30670.06,116.15,2023,3,28,no
3738,30,1,0,-31.840233,145.612793,True,78,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3475.7659999999996,52361.93,39710.17,15.93,2023,11,14,no
3739,44,2,2,-30.000233,136.209152,True,67,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,938.8008,55915.55,30485.13,265.84,2023,1,11,no
3740,41,1,4,-30.000233,136.209152,False,48,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1933.8927999999999,83107.36,65195.9,293.06,2023,12,28,yes
3741,25,1,4,-31.840233,145.612793,False,100,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,10037.1796,128598.97,61761.79,301.18,2023,9,19,no
3742,56000,0,0,-37.0201,144.9646,True,99,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3267.3788,33266.09,18356.34,1288.66,2023,10,10,no
3743,45,0,4,-31.840233,145.612793,False,63,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,21399.2408,72011.72,25889.73,339.67,2023,11,21,no
